Address,Category 0,Category 1,Category 2,City,Distance,Name,Out of Business,Price,Rating,Review Count,State
2200 W Lafayette Blvd,Cannabis Dispensaries,,,Miami,4786.002465206536,Trulieve - Miami,False,$$$,4.0,22,FL
15 E Kirby St,Cannabis Dispensaries,Cannabis Clinics,,Miami Beach,2060.390173028952,Surterra Wellness - Miami Beach,False,$$,4.5,10,FL
719 Griswold St,Cannabis Dispensaries,,,Henderson,4983.262814966484,The Healing Panda,False,$$,4.5,240,NV
2200 W Lafayette Blvd,Cannabis Dispensaries,,,Henderson,4786.002465206536,Essence Cannabis Dispensary,False,$$,4.0,157,NV
2138 Michigan Ave,Cannabis Dispensaries,,,Henderson,3642.5208959143565,The Dispensary,False,$$,4.5,93,NV
15 E Kirby St,Cannabis Dispensaries,,,Henderson,2060.390173028952,Jenny's Dispensary - Henderson,False,$$,3.5,28,NV
1413 Brooklyn St,Cannabis Dispensaries,,,Las Vegas,4401.3703833712,Oasis Cannabis,False,$$,4.5,111,NV
225 Gratiot Ave,Cannabis Dispensaries,,,Las Vegas,4820.605367433968,Top Notch THC,False,$$,4.0,47,NV
2520 Michigan Ave,Cannabis Dispensaries,,,Las Vegas,3522.0292933785536,Jardín Premium Cannabis Dispensary,False,$$,4.0,66,NV
47 Watson St,Cannabis Dispensaries,,,Las Vegas,3488.0998284615575,Pisos,False,$$,3.0,109,NV
1431 Times Square,Cannabis Dispensaries,Herbal Shops,,Las Vegas,4467.444704115641,Acres Cannabis,False,$$,3.5,58,NV
4265 Woodward Ave,Cannabis Dispensaries,,,Las Vegas,2656.3899477932446,Las Vegas Emerald Essence,False,$,5.0,12,NV
441 W Canfield,Cosmetics & Beauty Supply,Cannabis Clinics,Vitamins & Supplements,Las Vegas,2451.0059697351717,This Stuff Is Good For You,False,$,5.0,9,NV
488 Selden St,Cannabis Dispensaries,,,Las Vegas,2754.659756780607,Inyo Fine Cannabis Dispensary,False,$$,3.5,41,NV
160 W Fort St,Cannabis Dispensaries,,,Las Vegas,4966.466507510566,Shango Marijuana Dispensary Las Vegas,False,$$$,3.0,57,NV
2200 W Lafayette Blvd,Cannabis Dispensaries,,,Sacramento,4786.002465206536,All About Wellness,False,$$,4.0,139,CA
2138 Michigan Ave,Cannabis Dispensaries,,,Sacramento,3642.5208959143565,Valley Health Options,False,$$,4.5,58,CA
1413 Brooklyn St,Cannabis Clinics,Cannabis Dispensaries,Cannabis Collective,Sacramento,4401.3703833712,A Therapeutic Alternative,False,$$$,3.5,68,CA
225 Gratiot Ave,Cannabis Clinics,Cannabis Dispensaries,Cannabis Collective,Sacramento,4820.605367433968,Florin Wellness Center,False,$$,4.0,58,CA
2520 Michigan Ave,Cannabis Dispensaries,,,Sacramento,3522.0292933785536,RCP Sacramento,False,$$,3.5,66,CA
3100 Woodward Ave,Cannabis Dispensaries,,,Sacramento,3466.283109169473,Alpine Alternative,False,$$,3.5,33,CA
441 W Canfield,Cannabis Dispensaries,,,Sacramento,2451.0059697351717,Pot Valet,False,$$,5.0,5,CA
1234 Library St,Cannabis Dispensaries,,,Sacramento,4786.58735823642,Doctors Orders,False,$$,3.0,44,CA
624 Brush St,Cannabis Dispensaries,,,Sacramento,5244.930545930927,Ohana Gardens,False,$$,5.0,5,CA
1454 Gratiot Ave,Cannabis Dispensaries,,,Sacramento,4812.29897019413,Horizon Non Profit Collective,False,$$,2.5,9,CA
76 W Adams Ave,Cannabis Dispensaries,,,Dixon,4275.543511857755,Dixon Wellness Collective,False,$$,4.0,21,CA
15 E Kirby St,Cannabis Dispensaries,,,Modesto,2060.390173028952,Medallion Wellness,False,$,3.5,17,CA
1413 Brooklyn St,Cannabis Dispensaries,,,Modesto,4401.3703833712,Patient Care First,False,$$,3.5,14,CA
2520 Michigan Ave,Cannabis Dispensaries,,,Modesto,3522.0292933785536,The Healing Flower,False,$$,3.0,2,CA
47 Watson St,Cannabis Dispensaries,,,Stockton,3488.0998284615575,Port City Alternative,False,$$,3.5,34,CA
3100 Woodward Ave,Cannabis Dispensaries,,,Empire,3466.283109169473,Empire Health & Wellness,False,$$,2.5,6,CA
1538 Centre St,Cannabis Dispensaries,,,Ceres,4595.922291224025,Kase's Journey,False,$$,5.0,1,CA
1426 Bagley Ave,Cannabis Dispensaries,,,San Mateo,4191.453902444791,Higher Ground Delivery,False,$$,4.0,4,CA
15 E Kirby St,Medical Cannabis Referrals,Head Shops,,Tucson,2060.390173028952,Tumbleweeds Health Center,False,$,3.5,15,AZ
1413 Brooklyn St,Cannabis Clinics,Cannabis Dispensaries,,Tucson,4401.3703833712,Earth's Healing,False,$$,3.5,16,AZ
3100 Woodward Ave,Cannabis Dispensaries,,,Tucson,3466.283109169473,The Prime Leaf,False,$$,3.0,10,AZ
4265 Woodward Ave,Cannabis Dispensaries,,,Tucson,2656.3899477932446,D2 Dispensary,False,$$,3.5,5,AZ
2130 Michigan Ave,Cannabis Dispensaries,,,Tacoma,3651.2396598594514,Zips Cannabis,False,$$,3.5,22,WA
4730 W Vernor Hwy,Cannabis Dispensaries,,,Tacoma,4871.9657825675595,Green Token Cannabis,False,$,4.0,11,WA
2520 Michigan Ave,Cannabis Dispensaries,,,Tacoma,3522.0292933785536,Diamond Green Recreational Marijuana,False,$$$,4.0,13,WA
1431 Times Square,Cannabis Dispensaries,,,Tacoma,4467.444704115641,Cannabis Oasis,False,$$,3.5,8,WA
4265 Woodward Ave,Cannabis Dispensaries,,,Fife,2656.3899477932446,Commencement Bay Cannabis,False,$$,3.5,23,WA
488 Selden St,Cannabis Dispensaries,,,Tacoma,2754.659756780607,Tacoma House of Cannabis,False,$,3.5,3,WA
2100 Michigan Ave,Cannabis Dispensaries,,,Seattle,3660.216029559591,Diego Pellicer,False,$$,4.0,25,WA
2030 Park Ave,Cannabis Dispensaries,Organic Stores,,Seattle,4241.360368308549,The Green Door Seattle,False,$$,4.0,30,WA
1426 Bagley Ave,Cannabis Dispensaries,Cannabis Clinics,,Auburn,4191.453902444791,LUCID Auburn,False,$$,4.0,17,WA
800 Woodward Ave,Cannabis Dispensaries,,,Tacoma,4992.846622311745,Bloom Cannabis - Tacoma,False,$$,2.0,3,WA
66 E Forest Ave,Cannabis Dispensaries,,,Bremerton,2573.901015743643,HWY 420 Bremerton,False,$$,4.0,13,WA
612 Woodward Ave,Cannabis Dispensaries,,,Puyallup,5143.369467083192,112th Street Cannabis,False,$$,3.0,14,WA
1416 E Fisher Fwy,Drugstores,Cannabis Clinics,,Puyallup,4709.450915447322,Herbal Health Center Inc,False,$,4.0,1,WA
1454 Gratiot Ave,Head Shops,Cannabis Clinics,,Puyallup,4812.29897019413,The Gallery - South Hill Puyallup,False,$$,3.0,2,WA
420 Peterboro St,Cannabis Dispensaries,,,Port Orchard,3202.973233018868,420 Spot Shop,False,$,3.0,2,WA
719 Griswold St,Cannabis Dispensaries,,,Kansas City,4983.262814966484,Hemp Haven-  Kansas City,False,$,5.0,1,MO
719 Griswold St,Cannabis Dispensaries,,,Phoenix,4983.262814966484,Trumed Dispensary,False,$$,4.5,64,AZ
4730 W Vernor Hwy,Cannabis Dispensaries,,,Phoenix,4871.9657825675595,Curaleaf,False,$$,4.0,14,AZ
160 W Fort St,Cannabis Dispensaries,,,Phoenix,4966.466507510566,Desert Rose Dispensary,False,$,3.0,25,AZ
2100 Michigan Ave,Cannabis Dispensaries,,,Phoenix,3660.216029559591,Emerald Dispensary - Phoenix,False,$$,3.5,11,AZ
2030 Park Ave,Cannabis Dispensaries,,,Phoenix,4241.360368308549,Curaleaf Camelback,False,$$,2.5,11,AZ
800 Woodward Ave,Cannabis Dispensaries,,,Phoenix,4992.846622311745,Phoenix Relief Center,False,$,4.0,2,AZ
66 E Forest Ave,Cannabis Dispensaries,,,Phoenix,2573.901015743643,Reef Dispensaries,False,$,3.5,3,AZ
2462 Riopelle St,Cannabis Dispensaries,,,Gilbert,4698.363901073298,Emerald Dispensary- Gilbert,False,$,4.0,40,AZ
612 Woodward Ave,Cannabis Dispensaries,,,Phoenix,5143.369467083192,Nirvana Center,False,$$,1.5,19,AZ
3148 Woodward Ave,Cannabis Dispensaries,,,Chandler,3395.179073872804,Oasis Dispensaries - South,False,$$$,3.5,30,AZ
1416 E Fisher Fwy,Cannabis Dispensaries,,,Guadalupe,4709.450915447322,The Mint Dispensary,False,$$,2.5,21,AZ
500 Woodward Ave,Cannabis Dispensaries,,,Phoenix,5184.276642808492,Curaleaf,False,$$,3.0,1,AZ
8047 Agnes St,Cannabis Dispensaries,,,Glendale,7794.328846704235,Ponderosa Releaf,False,$$,5.0,1,AZ
2200 W Lafayette Blvd,Herbal Shops,Health Markets,Cannabis Dispensaries,Oklahoma City,4786.002465206536,Herban Mother,False,$$,5.0,3,OK
719 Griswold St,Cannabis Dispensaries,,,Juneau,4983.262814966484,Green Elephant,False,$$$,4.5,3,AK
2200 W Lafayette Blvd,Cannabis Dispensaries,Cannabis Clinics,,Juneau,4786.002465206536,the fire weed factory,False,$$,5.0,2,AK
2138 Michigan Ave,Cannabis Dispensaries,,,Juneau,3642.5208959143565,Rainforest Farms,False,$$$,2.5,3,AK
719 Griswold St,Cannabis Dispensaries,,,Albuquerque,4983.262814966484,The Verdes Foundation,False,$$,4.0,14,NM
2200 W Lafayette Blvd,Cannabis Dispensaries,Cannabis Clinics,,Albuquerque,4786.002465206536,Everest Apothecary,False,$$,4.0,11,NM
15 E Kirby St,Cannabis Dispensaries,Cannabis Clinics,,Albuquerque,2060.390173028952,Sacred Garden,False,$$,4.0,12,NM
225 Gratiot Ave,Cannabis Dispensaries,,,Albuquerque,4820.605367433968,Urban Wellness,False,$$,3.5,9,NM
2520 Michigan Ave,Cannabis Dispensaries,,,Albuquerque,3522.0292933785536,Urban Wellness,False,$$$,3.5,6,NM
2163 Michigan Ave,Cannabis Dispensaries,,,Albuquerque,3683.7013418574566,CG Corrigan,False,$,3.5,5,NM
4265 Woodward Ave,Cannabis Dispensaries,,,Albuquerque,2656.3899477932446,Purlife,False,$$,3.5,3,NM
2901 Grand River Ave,Cannabis Dispensaries,,,Rio Rancho,3251.8277521559585,Verdes Foundation - Rio Ranch,False,$$$$,4.0,4,NM
66 E Forest Ave,Cannabis Dispensaries,,,Albuquerque,2573.901015743643,Purlife,False,$$,3.0,2,NM
2200 W Lafayette Blvd,Cannabis Dispensaries,Couriers & Delivery Services,Cannabis Collective,Bakersfield,4786.002465206536,Mary Jane's Express,False,$$,5.0,3,CA
2138 Michigan Ave,Cannabis Dispensaries,,,Bakersfield,3642.5208959143565,The Crop,False,$$,5.0,3,CA
2138 Michigan Ave,Cannabis Dispensaries,,,Milford,3642.5208959143565,Arrow Alternative Care,False,$$,5.0,2,CT
719 Griswold St,Cannabis Dispensaries,,,Jacksonville,4983.262814966484,Trulieve - Jacksonville,False,$$$,4.0,22,FL
15 E Kirby St,Cannabis Dispensaries,Head Shops,Medical Cannabis Referrals,Worcester,2060.390173028952,Chase Green Club,False,$$,5.0,1,MA
1413 Brooklyn St,Cannabis Dispensaries,,,San Bernardino,4401.3703833712,Original Medical Group,False,$$,3.0,6,CA
160 W Fort St,Cannabis Clinics,Cannabis Dispensaries,,Santa Ana,4966.466507510566,Stoney Cannabis Delivery,False,$,3.5,44,CA
2462 Riopelle St,Cannabis Dispensaries,,,Riverside,4698.363901073298,IE 420 Supply,False,$$,4.0,1,CA
1234 Library St,Couriers & Delivery Services,Cannabis Clinics,Cannabis Dispensaries,Orange County,4786.58735823642,HerbanMed Delivery,False,$$,5.0,4,CA
2520 Michigan Ave,Cannabis Dispensaries,Couriers & Delivery Services,Medical Cannabis Referrals,Fresno,3522.0292933785536,M Delivers,False,$$,3.5,3,CA
719 Griswold St,Cannabis Dispensaries,,,Stockton,4983.262814966484,Port City Alternative,False,$$,3.5,34,CA
3100 Woodward Ave,Cannabis Dispensaries,,,Sacramento,3466.283109169473,Alpine Alternative,False,$$,3.5,33,CA
250 W Larned St,Cannabis Dispensaries,,,San Andreas,5166.182652766659,Green Gold Cultivators,False,$,5.0,5,CA
160 W Fort St,Cannabis Dispensaries,,,San Mateo,4966.466507510566,Higher Ground Delivery,False,$$,4.0,4,CA
719 Griswold St,Cannabis Dispensaries,,,Spokane,4983.262814966484,Royals Cannabis,False,$,4.5,14,WA
2138 Michigan Ave,Cannabis Dispensaries,,,Spokane,3642.5208959143565,Satori - North,False,$$,4.5,14,WA
15 E Kirby St,Cannabis Dispensaries,,,Spokane,2060.390173028952,Cinder - Downtown,False,$$,5.0,6,WA
4730 W Vernor Hwy,Cannabis Dispensaries,,,Spokane,4871.9657825675595,Satori South,False,$$,4.5,4,WA
3100 Woodward Ave,Cannabis Dispensaries,Cannabis Clinics,,Spokane,3466.283109169473,Smokane,False,$$,3.5,5,WA
719 Griswold St,Cannabis Dispensaries,,,Henderson,4983.262814966484,The Healing Panda,False,$$,4.5,240,NV
2200 W Lafayette Blvd,Cannabis Dispensaries,,,Las Vegas,4786.002465206536,Reef Dispensaries,False,$$,4.0,237,NV
15 E Kirby St,Cannabis Dispensaries,,,Las Vegas,2060.390173028952,The Dispensary,False,$$,4.5,73,NV
225 Gratiot Ave,Cannabis Dispensaries,,,North Las Vegas,4820.605367433968,Reef Dispensaries,False,$$,4.0,83,NV
2130 Michigan Ave,Cannabis Dispensaries,,,Las Vegas,3651.2396598594514,Jardín Premium Cannabis Dispensary,False,$$,4.0,66,NV
4730 W Vernor Hwy,Cannabis Dispensaries,,,Las Vegas,4871.9657825675595,Euphoria Wellness,False,$$,3.5,102,NV
2520 Michigan Ave,Cannabis Dispensaries,,,North Las Vegas,3522.0292933785536,THRIVE Cannabis Marketplace,False,$$,3.0,103,NV
47 Watson St,Cannabis Dispensaries,Herbal Shops,,Las Vegas,3488.0998284615575,Acres Cannabis,False,$$,3.5,58,NV
3100 Woodward Ave,Cannabis Dispensaries,,,Las Vegas,3466.283109169473,Oasis Cannabis,False,$$,4.5,111,NV
4265 Woodward Ave,Cannabis Dispensaries,,,Las Vegas,2656.3899477932446,Nuwu Cannabis Marketplace,False,$,3.5,96,NV
250 W Larned St,Cannabis Dispensaries,,,Las Vegas,5166.182652766659,Essence Cannabis Dispensary,False,$$,3.5,83,NV
441 W Canfield,Cannabis Dispensaries,,,Henderson,2451.0059697351717,The Dispensary,False,$$,4.5,93,NV
488 Selden St,Cannabis Dispensaries,,,Las Vegas,2754.659756780607,Las Vegas Emerald Essence,False,$,5.0,12,NV
160 W Fort St,Cannabis Dispensaries,,,Las Vegas,4966.466507510566,Pisos,False,$$,3.0,109,NV
2100 Michigan Ave,Cannabis Dispensaries,,,Las Vegas,3660.216029559591,Jenny's Dispensary,False,$$,3.0,60,NV
2030 Park Ave,Cannabis Dispensaries,,,Las Vegas,4241.360368308549,Inyo Fine Cannabis Dispensary,False,$$,3.5,41,NV
2462 Riopelle St,Cosmetics & Beauty Supply,Cannabis Clinics,Vitamins & Supplements,Las Vegas,4698.363901073298,This Stuff Is Good For You,False,$,5.0,9,NV
624 Brush St,Cannabis Dispensaries,,,Las Vegas,5244.930545930927,Blüm Las Vegas- Desert Inn,False,$$,3.5,30,NV
612 Woodward Ave,Cannabis Dispensaries,,,Las Vegas,5143.369467083192,Sahara Wellness,False,$$,3.5,21,NV
155 W Congress St,Cannabis Dispensaries,,,Las Vegas,5144.162479120107,CANOPI Cannabis Dispensaries,False,$$$,2.5,29,NV
78 W Adams Ave,Cannabis Dispensaries,,,Las Vegas,4284.553921587478,Shango Marijuana Dispensary Las Vegas,False,$$$,3.0,57,NV
4476 2nd Ave,Cannabis Dispensaries,,,Las Vegas,2281.4935192473545,Thrive Cannabis Marketplace,False,$$,2.5,30,NV
1439 Griswold St,Cannabis Dispensaries,Cannabis Clinics,,Las Vegas,4594.565250118177,CANOPI Cannabis Dispensaries,False,$$,3.0,25,NV
30 Clifford St,Cannabis Dispensaries,,,Las Vegas,4542.582598180416,Blackjack Collective,False,$$,3.5,12,NV
500 Woodward Ave,Cannabis Clinics,Medical Supplies,,Las Vegas,5184.276642808492,"Ultimate ""U"" Medical",False,$$,2.5,10,NV
719 Griswold St,Cannabis Dispensaries,,,Las Vegas,4983.262814966484,Reef Dispensaries,False,$$,4.0,237,NV
2200 W Lafayette Blvd,Cannabis Dispensaries,,,Las Vegas,4786.002465206536,Oasis Cannabis,False,$$,4.5,111,NV
15 E Kirby St,Cannabis Dispensaries,,,Las Vegas,2060.390173028952,The+Source,False,$$,4.0,124,NV
225 Gratiot Ave,Cannabis Dispensaries,,,Las Vegas,4820.605367433968,The Dispensary,False,$$,4.5,73,NV
4730 W Vernor Hwy,Cannabis Dispensaries,,,Las Vegas,4871.9657825675595,Essence Cannabis Dispensary,False,$$,4.0,125,NV
47 Watson St,Cannabis Dispensaries,,,Las Vegas,3488.0998284615575,Nuwu Cannabis Marketplace,False,$,3.5,96,NV
2163 Michigan Ave,Cannabis Dispensaries,,,Las Vegas,3683.7013418574566,Essence Cannabis Dispensary,False,$$,3.5,83,NV
3100 Woodward Ave,Cannabis Dispensaries,,,Las Vegas,3466.283109169473,Jardín Premium Cannabis Dispensary,False,$$,4.0,66,NV
1431 Times Square,Cannabis Dispensaries,,,Las Vegas,4467.444704115641,Euphoria Wellness,False,$$,3.5,102,NV
4265 Woodward Ave,Cannabis Dispensaries,,,Las Vegas,2656.3899477932446,Cannacopia Marijuana Dispensary,False,$$,4.0,66,NV
1538 Centre St,Cannabis Dispensaries,Herbal Shops,,Las Vegas,4595.922291224025,Acres Cannabis,False,$$,3.5,58,NV
250 W Larned St,Cannabis Dispensaries,,,Las Vegas,5166.182652766659,Pisos,False,$$,3.0,109,NV
441 W Canfield,Cannabis Dispensaries,,,Las Vegas,2451.0059697351717,Las Vegas Emerald Essence,False,$,5.0,12,NV
2100 Michigan Ave,Cannabis Dispensaries,,,Las Vegas,3660.216029559591,The Grove - Las Vegas,False,$$,3.5,91,NV
1456 Woodward Ave,Cannabis Dispensaries,,,Las Vegas,4612.7852283475995,Top Notch THC,False,$$,4.0,47,NV
800 Woodward Ave,Cannabis Dispensaries,,,Henderson,4992.846622311745,Essence Cannabis Dispensary,False,$$,4.0,157,NV
66 E Forest Ave,Cosmetics & Beauty Supply,Cannabis Clinics,Vitamins & Supplements,Las Vegas,2573.901015743643,This Stuff Is Good For You,False,$,5.0,9,NV
2462 Riopelle St,Cannabis Dispensaries,,,Las Vegas,4698.363901073298,MMJ America - Las Vegas,False,$$,3.5,35,NV
1234 Library St,Cannabis Dispensaries,,,Henderson,4786.58735823642,The Healing Panda,False,$$,4.5,240,NV
624 Brush St,Cannabis Dispensaries,,,Las Vegas,5244.930545930927,Inyo Fine Cannabis Dispensary,False,$$,3.5,41,NV
612 Woodward Ave,Cannabis Dispensaries,,,Las Vegas,5143.369467083192,NuLeaf Las Vegas,False,$$$,3.5,31,NV
78 W Adams Ave,Cannabis Dispensaries,,,Las Vegas,4284.553921587478,Blüm Las Vegas- Desert Inn,False,$$,3.5,30,NV
3148 Woodward Ave,Cannabis Dispensaries,,,Las Vegas,3395.179073872804,Sahara Wellness,False,$$,3.5,21,NV
1439 Griswold St,Cannabis Dispensaries,,,Las Vegas,4594.565250118177,Shango Marijuana Dispensary Las Vegas,False,$$$,3.0,57,NV
30 Clifford St,Cannabis Dispensaries,,,North Las Vegas,4542.582598180416,Reef Dispensaries,False,$$,4.0,83,NV
1454 Gratiot Ave,Cannabis Dispensaries,,,North Las Vegas,4812.29897019413,THRIVE Cannabis Marketplace,False,$$,3.0,103,NV
420 Peterboro St,Cannabis Dispensaries,,,Henderson,3202.973233018868,The Dispensary,False,$$,4.5,93,NV
500 Woodward Ave,Cannabis Dispensaries,,,Las Vegas,5184.276642808492,Thrive Cannabis Marketplace,False,$$,2.5,30,NV
20510 Livernois Ave,Cannabis Dispensaries,,,Las Vegas,10114.547072546644,Blackjack Collective,False,$$,3.5,12,NV
8047 Agnes St,Cannabis Dispensaries,Cannabis Clinics,,Las Vegas,7794.328846704235,CANOPI Cannabis Dispensaries,False,$$,3.0,25,NV
76 W Adams Ave,Cannabis Dispensaries,,,Las Vegas,4275.543511857755,CANOPI Cannabis Dispensaries,False,$$$,2.5,29,NV
4620 Cass Ave,Cannabis Clinics,Medical Supplies,,Las Vegas,2363.2455221110486,"Ultimate ""U"" Medical",False,$$,2.5,10,NV
2200 W Lafayette Blvd,Cannabis Dispensaries,,,Milford,4786.002465206536,Arrow Alternative Care,False,$$,5.0,2,CT
2200 W Lafayette Blvd,Cannabis Dispensaries,,,Baltimore,4786.002465206536,Maggie's,False,$$,4.5,3,MD
15 E Kirby St,Cannabis Dispensaries,,,Cranbury Township,2060.390173028952,Breakwater Treatment & Wellness,False,$$,4.0,18,NJ
225 Gratiot Ave,Cannabis Dispensaries,,,New York,4820.605367433968,Etain,False,$$$$,2.5,15,NY
2138 Michigan Ave,Cannabis Clinics,Cannabis Dispensaries,Medical Cannabis Referrals,Detroit,3642.5208959143565,THE REEF DETROIT,False,$$,4.0,5,MI
2130 Michigan Ave,Cannabis Dispensaries,,,Detroit,3651.2396598594514,District 7,False,$,5.0,1,MI
3100 Woodward Ave,Cannabis Dispensaries,,,Detroit,3466.283109169473,Greener Crossing Caregiver Center & Dispensary,False,$,3.0,1,MI
